call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_SMS,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,predicted_clv
9,0,40,0,2223,42,35,3,1,2,258.84,1,344.662364854784
0,0,40,0,88,8,6,3,1,2,35.76,1,36.780883588562745
1,0,40,0,1623,8,10,3,1,1,98.08,0,92.82809292893731
3,0,37,1,6740,22,26,5,1,1,135.615,0,125.09720162239023
0,1,40,0,583,17,8,4,1,2,57.35,1,42.86238704485166
0,0,40,1,293,12,6,5,1,1,22.515,0,21.58062805449602
25,0,35,3,16030,8,84,2,1,1,768.24,0,772.2437416832973
6,0,38,3,6920,279,37,2,2,1,1572.3,0,1604.562356471039
2,0,40,0,3673,10,32,2,1,1,214.155,0,216.38822019015856
3,0,39,0,1620,46,24,3,1,2,250.72,0,324.22690638450126
6,0,40,0,2735,183,27,2,1,1,949.14,0,896.353178159972
4,0,31,1,1270,201,15,2,2,1,963.45,0,868.2421924853514
4,0,30,0,1523,38,72,4,1,1,134.15,0,94.1939383820845
11,0,31,0,655,18,11,2,1,2,111.78,0,76.89285245949111
0,0,30,0,780,29,7,4,1,2,92.35,0,72.45016697453629
10,0,29,0,1180,27,17,2,1,1,176.22,0,144.649522038911
2,0,29,0,3180,16,27,3,1,1,193.8,0,173.7081072306779
2,0,22,0,1650,36,18,2,1,1,237.6,0,161.8681841597709
16,0,21,1,6348,93,46,2,2,1,710.685,0,792.0602988963321
12,0,19,0,8888,81,44,4,1,1,429.075,0,369.2635710544359
8,0,20,3,2808,39,23,3,1,1,270.28,0,229.34557646655327
2,0,13,1,4345,223,14,3,1,1,1067.56,0,1135.600874865697
3,0,13,1,1443,8,11,3,1,1,90.64,1,94.19941180578483
0,0,30,0,3805,0,9,2,1,1,173.7,0,142.8188774193567
0,0,29,0,1888,337,16,2,1,1,1603.44,0,1848.3889188848323
0,0,30,0,3633,0,27,1,1,1,202.565,0,196.5608098934195
0,0,30,0,1828,0,25,1,1,1,102.85,0,104.79134036346906
1,0,30,0,3210,10,20,2,1,1,192.42,0,167.38301233650165
0,0,30,0,1795,263,10,3,1,1,1124.72,0,1118.106496964308
3,0,29,0,8550,122,35,3,1,1,834.2,0,862.688343346523
0,0,30,0,13208,0,36,3,1,1,534.44,0,524.4942104367797
0,0,30,0,3950,0,17,3,1,1,160.68,0,146.69482996831883
0,0,30,0,5353,0,4,2,1,1,244.44,0,186.33253300527758
0,0,30,0,1673,0,9,3,1,2,68.44,0,59.32886604624228
15,0,30,1,14575,32,24,2,1,1,809.28,0,1019.0971052969093
0,0,30,0,2530,461,7,3,1,1,1945.64,0,2127.200601986671
0,0,29,0,14920,128,22,2,1,1,1254.87,0,1374.5309368890325
0,0,29,0,5935,164,18,3,1,1,896.2,0,892.314320608845
0,0,29,0,6943,362,35,2,1,1,1946.43,0,2214.757029743877
0,0,29,0,10900,0,39,3,1,1,441.52,0,451.0452485254402
0,0,29,0,6153,86,29,2,1,1,666.54,0,655.052854733933
13,1,25,0,390,0,9,2,1,2,18.945,1,41.43275276262291
11,0,28,6,9870,0,34,4,2,1,248.675,0,276.2808554193735
3,0,28,0,5253,4,16,2,1,1,258.075,1,232.7207215173658
0,0,26,0,2275,0,6,3,1,1,91.24,0,90.44505278757016
0,1,27,0,2425,0,8,2,1,2,110.25,1,98.72735815901439
0,1,28,0,1703,12,23,3,1,2,117.24,1,87.9629748533563
0,0,25,0,6220,0,14,4,1,1,157.525,0,158.0788764798755
15,0,23,1,15510,0,72,2,1,1,707.94,0,797.995190045658
0,0,26,1,6400,249,25,2,2,1,1413.0,0,1729.3679421985792
0,0,28,0,3153,0,20,2,1,1,144.855,0,143.89401229294023
0,0,27,0,1100,16,12,3,1,2,109.12,0,83.59034439377808
0,0,28,0,2215,153,15,2,1,1,789.84,0,586.1067812163112
0,0,19,0,750,171,3,2,2,1,804.15,0,632.9384361778543
0,0,18,0,1003,8,60,4,1,1,45.65,0,63.61491837084345
0,0,17,0,660,0,5,2,1,1,30.42,0,62.34072975985264
0,0,17,0,2660,0,15,3,1,1,108.2,0,110.22064556310029
0,0,10,0,1130,6,6,2,1,1,78.3,0,78.06238740661765
6,0,9,0,5828,63,34,1,2,1,673.915,0,708.6559031546047
2,0,7,0,8368,51,32,4,1,1,340.575,0,342.3076994031696
0,0,8,1,2288,9,11,3,1,1,128.68,0,108.86185651953186
0,0,3,0,3825,193,2,2,1,1,1041.705,0,893.6210079496861
5,0,39,0,4245,9,20,2,1,1,234.81,0,217.45600608742419
0,0,40,0,193,11,7,2,1,2,58.5,0,40.37238319834303
7,0,38,0,2328,363,27,2,1,1,1741.05,0,1951.1694069383627
7,0,39,0,4073,5,38,1,1,1,255.255,0,261.9861736589565
0,0,39,0,2268,6,36,1,1,1,161.04,0,153.10759448018683
8,0,39,0,3650,36,31,2,1,1,330.03,0,298.5847313035652
1,0,39,0,2235,289,21,3,1,1,1247.04,0,1398.6865723215553
10,0,38,1,8990,148,46,3,1,1,956.52,0,1015.5317763523082
4,0,39,0,13648,4,47,3,1,1,568.76,0,555.3792141533804
4,0,39,0,4390,6,28,3,1,1,203.0,0,197.23291742419477
3,0,39,0,5793,11,15,2,1,1,314.55,0,275.42175381121746
6,0,39,0,2113,12,20,3,1,2,134.76,0,118.16597513165303
22,0,39,2,15015,58,35,3,1,1,841.68,0,820.683832090557
1,0,39,0,2970,487,11,3,1,1,2067.96,0,2033.670915960722
6,0,38,0,15360,154,33,2,1,1,1392.48,0,1405.9977351164782
0,0,38,0,6375,190,29,3,1,1,1018.52,0,1118.256111743075
0,0,38,0,750,4,14,2,1,2,52.47,0,42.38249897691858
0,0,39,0,585,17,11,2,1,2,103.545,0,63.53478256647301
0,0,38,0,0,4,0,2,1,2,18.0,1,26.50733105365699
0,0,38,0,7383,388,46,2,1,1,2084.04,0,2132.1319776601067
4,0,38,0,11340,15,50,3,1,1,519.84,0,532.1314792466853
5,0,38,0,6593,112,40,2,1,1,804.15,0,905.5521471166334
20,1,34,0,830,20,20,2,1,2,129.555,1,102.99780979655054
18,0,37,7,10310,5,45,4,2,1,272.625,0,281.1229260402708
10,0,37,0,5693,30,27,2,1,1,395.685,1,397.33432629701997
0,0,35,0,2715,4,17,3,1,1,125.56,0,120.26834362591126
6,1,36,0,2865,13,19,2,1,2,189.36,1,195.1005106245436
6,1,37,0,2143,38,34,3,1,2,239.56,1,241.48200766770415
0,0,37,0,8,4,5,3,1,2,16.48,1,30.02719181742897
0,0,37,0,1543,4,9,3,1,1,78.8,0,83.9342535219984
0,0,34,0,6660,18,25,4,1,1,213.975,0,204.53511411849567
0,1,37,0,503,13,7,4,1,2,45.3,1,35.84360837455182
0,0,37,0,213,8,5,5,1,1,15.285,0,18.28709059361359
22,0,32,2,15950,4,83,2,1,1,746.55,0,761.3221655930814
3,0,35,2,6840,275,36,2,2,1,1550.61,0,1692.8137749570767
0,0,37,0,3593,6,31,2,1,1,192.465,0,197.00130466881424
0,0,36,0,1540,42,23,3,1,2,231.44,0,272.66242315681467
3,0,37,0,2655,179,26,2,1,1,927.45,0,860.2165292531456
1,0,28,0,1190,197,14,2,2,1,941.76,0,839.5173502012778
1,0,27,0,1443,34,71,4,1,1,122.1,0,95.13448656354656
8,0,28,0,575,14,10,2,1,2,90.09,0,61.351590061988446
0,0,27,0,700,25,6,4,1,2,80.3,0,60.16406379097925
7,0,26,0,1100,23,16,2,1,1,154.53,0,127.38104131789287
0,0,26,0,3100,12,26,3,1,1,174.52,0,159.25388630068096
0,0,19,0,1570,32,17,2,1,1,215.91,0,145.11210201139903
13,0,18,0,6268,89,45,1,2,1,842.105,0,832.4981140692332
9,0,16,0,8808,77,43,4,1,1,417.025,0,374.48057500115124
5,0,17,2,2728,35,22,3,1,1,251.0,0,205.3531101132321
0,0,10,0,4265,219,13,3,1,1,1048.28,0,1073.2386016498397
0,1,10,0,1363,4,10,2,1,1,80.28,1,82.24162926690079
1,0,33,0,3885,0,10,2,1,1,177.39,0,150.3305528980464
3,0,32,0,1968,341,17,2,1,1,1625.13,0,1840.8535483385328
3,0,33,0,3713,0,28,1,1,1,207.075,0,203.36060772238042
0,0,33,0,1908,0,26,1,1,1,107.36,0,109.04119259980432
4,0,33,0,3290,14,21,2,1,1,214.11,0,188.78380776980856
0,0,33,0,1875,267,11,3,1,1,1144.0,0,1160.3808281587048
6,0,32,1,8630,126,36,3,1,1,853.48,0,919.4374094026872
0,0,33,0,13288,0,37,3,1,1,537.72,0,527.6969750407684
0,0,33,0,4030,0,18,3,1,1,163.96,0,150.61395828105032
0,0,33,0,5433,0,5,2,1,1,248.13,0,191.70759718304785
2,0,33,0,1753,0,10,3,1,2,71.72,0,62.734895629486985
18,0,33,2,14655,36,25,3,1,1,738.64,0,765.9585230673028
0,0,33,0,2610,465,1,3,1,1,1964.92,0,2120.8018177412205
2,0,32,0,15000,132,23,2,1,1,1276.56,0,1400.1671396955246
0,0,32,0,6015,168,19,3,1,1,915.48,0,925.4065853970657
0,0,32,0,7023,366,36,2,1,1,1968.12,0,2208.8462864589183
0,0,32,0,10980,0,40,3,1,1,444.8,0,455.74877926473425
1,0,32,0,6233,90,30,2,1,1,688.23,0,692.1118925270149
16,0,28,0,470,0,10,2,1,2,22.635,1,37.85132435604116
14,0,31,7,9950,0,35,4,1,1,250.725,0,238.29300440158698
6,1,31,0,5333,8,17,2,1,1,279.765,1,243.8232226251069
0,0,29,0,2355,0,7,3,1,1,94.52,0,93.28188938720226
2,1,30,0,2505,0,9,2,1,2,113.94,1,104.92447455527493
2,0,31,0,1783,16,24,3,1,2,136.52,1,116.9409062739322
0,0,28,0,6300,0,15,4,1,1,159.575,0,160.44390186724155
18,0,26,2,15590,0,73,2,1,1,711.63,0,795.4998369206035
0,0,29,2,6480,253,26,2,2,1,1434.69,0,1706.6991528969495
0,0,31,0,3233,0,21,2,1,1,148.545,0,148.4722418438266
0,0,30,0,1180,20,13,3,1,2,128.4,0,101.18303738999417
0,0,31,0,2295,157,16,2,1,1,811.53,0,621.1858030715464
0,0,22,0,830,175,4,2,2,1,825.84,0,664.164151894789
0,0,21,0,1083,12,61,4,1,1,57.7,0,68.22531790783727
4,0,22,0,215,0,3,2,1,2,10.17,0,27.473424856511638
0,0,21,0,0,3,0,4,1,2,7.5,0,18.12057121905762
3,0,20,0,740,1,6,2,1,1,38.61,0,70.18090309152801
0,0,20,0,2740,0,16,3,1,1,111.48,0,113.48525775361081
0,0,13,0,1210,10,7,2,1,1,99.99,0,85.55957216642553
9,0,12,0,5908,67,35,1,2,1,700.425,0,716.7375839661447
5,0,10,0,8448,55,33,4,1,1,352.625,0,348.97567937214905
1,0,11,2,2368,13,12,3,1,1,147.96,0,117.91128057160635
0,0,4,0,3905,197,3,3,1,1,945.24,0,852.375677193803
0,0,4,0,1003,0,4,2,1,1,45.36,1,67.17699767257295
7,0,36,1,4665,19,30,2,1,1,298.8,0,289.28993802431245
0,0,37,0,613,21,17,2,1,2,122.49,0,77.23009951259428
9,0,35,1,2748,373,37,2,1,1,1805.04,0,2077.040171679164
9,0,36,1,4493,15,48,1,1,1,333.465,0,358.07713733484474
2,0,36,1,2688,16,46,1,1,1,239.25,0,223.75148546269654
10,0,36,2,4070,46,41,3,1,1,350.24,0,368.7953602925201
3,0,36,1,2655,299,31,3,1,1,1303.92,0,1655.8208278535592
12,0,35,3,9410,158,56,3,1,1,1013.4,0,1195.9692147028547
6,0,36,1,14068,14,57,3,1,1,625.64,0,610.6048125259986
6,0,36,2,4810,16,38,3,1,1,259.88,0,286.09913066576
5,0,36,1,6213,21,25,2,1,1,378.54,0,351.32148398974067
8,0,36,0,2533,22,30,3,1,2,191.64,0,198.98000439628686
24,0,36,4,15435,68,45,3,2,1,898.56,0,787.7893732343222
3,0,36,2,3390,497,21,3,1,1,2124.84,0,2155.651454563876
8,0,35,1,15780,164,43,2,1,1,1456.47,0,1248.141313669472
2,0,35,2,6795,200,39,3,1,1,1075.4,0,1355.5856154942019
0,0,35,0,1170,14,24,2,1,2,116.46,0,80.06200787578013
1,0,36,0,1005,27,21,2,1,2,167.535,0,119.6552701641619
0,1,35,0,295,14,13,2,1,2,76.455,1,56.29266743284874
2,0,35,1,7803,398,56,2,1,1,2148.03,0,2012.9524485984532
6,0,35,2,11760,25,60,3,1,1,576.72,0,653.4192457269902
7,0,35,2,7013,122,50,2,1,1,868.14,0,1064.6561894119677
22,0,31,0,1250,30,30,2,1,2,193.545,1,159.03844046273397
20,0,34,9,10730,15,55,4,1,1,308.175,0,289.9514023586725
12,0,34,2,6113,40,37,2,1,1,459.675,0,484.0704172679579
0,0,32,1,3135,14,27,3,1,1,182.44,0,172.39176394972665
8,0,33,0,3285,23,29,2,1,2,253.35,1,303.3323448507451
8,1,34,0,2563,48,44,3,1,2,296.44,1,358.10389348674533
0,0,34,0,428,14,15,3,1,2,73.36,1,56.52197707218671
0,0,34,1,1963,14,19,3,1,1,135.68,0,122.59763209159402
2,0,31,2,7080,28,35,4,1,1,249.525,0,254.49416725626824
0,0,34,0,923,23,17,4,1,2,80.85,1,57.541702619829486
0,0,34,2,633,18,15,5,1,1,36.615,0,31.420629865771815
24,0,29,4,16370,14,93,2,1,1,810.54,0,770.0304172754705
5,0,32,4,7260,285,46,2,2,1,1614.6,0,1594.7902363857784
1,0,34,1,4013,16,41,2,1,1,256.455,0,271.84274412146544
2,1,33,0,1960,52,33,3,1,2,288.32,1,372.9670963143981
5,0,34,1,3075,189,36,2,1,1,991.44,0,1057.556397628731
3,0,25,2,1610,207,24,2,2,1,1005.75,0,974.0488157068646
3,0,24,1,1863,44,81,4,1,1,157.65,0,135.51974953561879
10,0,25,0,995,24,20,2,1,2,154.08,0,111.85016468388562
0,0,24,0,1120,35,16,4,1,2,115.85,0,100.29958942943566
9,0,23,1,1520,33,26,2,1,1,218.52,0,181.0330211819257
1,0,23,1,3520,22,36,3,1,1,231.4,0,229.1928311682085
1,0,16,1,1990,42,27,2,1,1,279.9,0,204.08749891895474
15,0,15,2,6688,99,55,1,2,1,920.315,0,948.7425834952653
11,0,13,1,9228,87,53,4,1,1,452.575,0,403.18545065330017
7,0,14,4,3148,45,32,3,1,1,307.88,0,290.3390279958775
1,0,7,2,4685,229,23,3,1,1,1105.16,0,1303.0366199973305
2,1,7,2,1783,14,20,3,1,1,128.24,1,115.56381751651924
0,0,36,0,3465,0,10,2,1,1,158.4,0,134.2203255577644
1,0,35,0,1548,331,7,2,1,1,1561.14,0,1650.195579176569
1,0,36,0,3293,0,18,1,1,1,183.865,0,160.7246700067058
0,0,36,0,1488,0,16,1,1,1,84.15,0,83.19031255545259
2,0,36,0,2870,4,11,2,1,1,150.12,0,130.10800659358233
0,0,36,0,1455,257,1,3,1,1,1087.12,0,981.3134002796776
4,0,35,0,8210,116,26,3,1,1,796.6,0,801.4589718747004
0,0,36,0,12868,0,27,3,1,1,520.84,0,504.29321333274015
0,0,36,0,3610,0,8,3,1,1,147.08,0,123.84832261193768
0,0,36,0,5013,0,13,2,1,1,229.14,0,194.07368978887615
0,0,36,0,1333,0,4,3,1,2,54.84,0,49.72809818019158
16,0,36,0,14235,26,15,3,1,1,681.76,0,785.8296156004549
0,0,36,0,2190,455,5,3,1,1,1908.04,0,2130.0592958728407
0,0,35,0,14580,122,13,2,1,1,1212.57,0,1351.6074698246564
0,0,35,0,5595,158,9,3,1,1,858.6,0,794.4021060236522
0,0,35,0,6603,356,26,2,1,1,1904.13,0,2213.3833623304745
0,0,35,0,10560,0,30,3,1,1,427.92,0,421.5610229469854
0,0,35,0,5813,80,20,2,1,1,624.24,0,548.5813582352583
7,0,31,0,50,0,1,2,1,2,2.34,1,26.26527815425764
12,0,34,5,9530,0,25,4,1,1,240.175,0,253.6310188277163
4,0,34,0,4913,0,7,2,1,1,224.775,1,192.6350515695378
0,0,32,0,1935,0,2,3,1,1,77.64,0,79.34606260202435
0,0,33,0,2085,0,9,2,1,2,94.95,1,69.18720233934418
0,1,34,0,1363,6,14,3,1,2,79.64,1,62.78843142759742
0,0,31,0,5880,0,5,4,1,1,149.025,0,148.0476575536993
16,0,29,0,15170,0,63,2,1,1,692.64,0,809.2995390618428
0,0,32,0,6060,243,16,2,2,1,1370.7,0,1737.9292973669799
0,0,34,0,2813,0,11,2,1,1,129.555,0,117.28725715152378
0,0,33,0,760,10,3,3,1,2,71.52,0,55.11581596579813
0,0,34,0,1875,147,6,2,1,1,747.54,0,474.61128259517443
0,0,25,0,1903,165,8,2,2,1,829.035,0,747.988349442686
0,0,24,0,663,2,51,4,1,1,22.15,0,52.81166337776965
0,0,23,0,2320,0,6,3,1,1,94.6,0,91.37330091596431
7,0,15,0,5488,57,25,1,2,1,622.215,0,624.930693299906
3,0,13,0,8028,45,23,4,1,1,317.075,0,325.89839430279886
0,0,14,0,1948,3,2,3,1,1,91.08,0,82.91698351954017
0,0,7,0,3485,187,21,3,1,1,888.36,0,852.5366844527603
3,0,37,0,4180,30,19,3,1,1,290.04,0,227.85286565587847
0,0,38,0,128,32,6,3,1,2,133.32,0,95.032224508855
5,0,36,0,2263,384,26,3,1,1,1628.92,0,1794.1638386884488
5,0,37,0,4008,26,37,1,1,1,367.07,0,354.68744391515
0,0,37,0,2203,27,35,2,1,1,223.245,0,201.88084137137977
6,0,37,1,3585,57,30,3,1,1,374.68,0,322.3220206197564
0,0,37,0,2170,310,20,3,1,1,1328.36,0,1546.175159134315
8,0,36,2,8925,169,45,3,1,1,1037.84,0,1189.036548649037
2,0,37,0,13583,25,46,3,1,1,650.08,0,626.115324145973
2,0,37,1,4325,27,27,3,1,1,284.32,0,249.07480504361945
1,0,37,0,5728,32,14,3,1,1,360.92,0,282.2902505057459
4,0,37,0,2048,33,19,3,1,2,216.08,0,246.11217170482684
20,0,37,3,14950,79,34,3,1,1,923.0,0,843.7353088442247
0,0,37,1,2905,508,10,3,1,1,2149.28,0,2180.7707494042875
4,0,36,0,15295,175,32,2,1,1,1483.965,0,1446.6834170145628
0,0,36,1,6310,211,28,3,1,1,1099.84,0,1291.2781360785198
0,0,36,0,685,25,13,2,1,2,143.955,0,91.46531490130332
0,0,37,0,520,38,10,3,1,2,173.36,0,145.1179862633249
0,0,36,0,0,25,0,2,1,2,112.5,1,60.74785409019301
0,0,36,0,7318,409,45,3,1,1,1933.8,0,1596.8254059334906
2,0,36,1,11275,36,49,4,1,1,375.725,0,391.3928024922076
3,0,36,1,6528,133,39,2,1,1,895.635,0,1027.8168254495813
18,0,32,0,765,41,19,3,1,2,196.48,1,188.18711702481173
16,0,35,8,10245,26,44,5,2,1,194.07,0,202.52157934781596
8,1,35,1,5628,51,26,2,1,1,487.17,1,416.1531411984054
0,0,33,0,2650,25,16,3,1,1,206.88,0,152.35596112306737
4,1,34,0,2800,34,18,3,1,2,249.64,1,323.9224265555725
4,0,35,0,2078,59,33,3,1,2,320.88,1,613.0049924596478
0,0,35,0,0,25,0,3,1,2,100.0,1,67.0230790519089
0,0,35,0,1478,25,8,4,1,1,100.075,0,74.08715171765981
0,0,32,1,6595,39,24,5,1,1,158.88,0,152.994525320013
0,0,35,0,438,34,6,4,1,2,96.125,1,74.23306819667627
0,0,35,1,148,29,4,5,1,1,45.78,0,27.1154484411443
20,0,30,3,15885,25,82,2,1,1,838.035,0,832.4550005648757
1,0,33,3,6775,296,35,2,2,1,1642.095,0,1748.169635468209
0,0,35,0,3528,27,30,3,1,1,252.4,0,214.06236200959967
0,0,34,0,1475,63,22,3,1,2,312.76,0,565.2329338063867
1,0,35,0,2590,200,25,2,1,1,1018.935,0,989.0521512363529
0,0,26,1,1125,218,13,2,2,1,1033.245,0,952.798779678915
0,0,25,0,1378,55,70,4,1,1,172.925,0,120.77882953666142
6,0,26,0,510,35,9,3,1,2,161.4,0,133.08990617215574
0,0,25,0,635,46,5,4,1,2,131.125,0,129.7771750534096
5,0,24,0,1035,44,15,2,1,1,246.015,0,155.94059674301377
0,0,24,0,3035,33,25,3,1,1,255.84,0,199.2541570951091
0,0,17,0,1505,53,16,2,1,1,307.395,0,182.69279491437368
11,0,16,1,6203,110,44,2,2,1,780.48,0,890.2425254507133
7,0,14,0,8743,98,42,5,1,1,280.71,0,312.1285327926269
3,0,15,3,2663,56,21,3,1,1,332.32,0,245.21205461077554
0,0,8,1,4200,240,12,3,1,1,1129.6,0,1225.2027736174377
0,1,8,1,1298,25,9,3,1,1,152.68,1,92.75423858729135
3,0,35,0,3950,0,11,2,1,1,180.405,0,160.72264929118046
5,0,34,0,2033,320,18,2,1,1,1533.645,0,1687.7670031577875
5,0,35,0,3778,0,29,1,1,1,210.76,0,209.09493924982547
0,0,35,0,1973,0,27,1,1,1,111.045,0,112.84609487281216
6,0,35,0,3355,0,22,2,1,1,154.125,0,168.81164850759072
0,0,35,0,1940,246,12,3,1,1,1062.68,0,1031.8507574978655
8,0,34,0,8695,105,37,3,1,1,772.16,0,774.3367401558444
2,0,35,0,13353,0,38,3,1,1,540.4,0,533.912486875617
2,0,35,0,4095,0,19,3,1,1,166.64,0,157.76876454160438
1,0,35,0,5498,0,6,2,1,1,251.145,0,200.99976309953144
4,0,35,0,1818,0,11,3,1,2,74.4,0,65.7509851250642
20,0,35,1,14720,15,26,2,1,1,739.485,0,1025.3899718228427
0,0,35,0,2675,444,2,3,1,1,1883.6,0,2096.9387452662654
4,0,34,0,15065,111,24,2,1,1,1185.075,0,1337.7086143820059
0,0,34,0,6080,147,20,3,1,1,834.16,0,814.6292537116148
0,0,34,0,455,0,5,2,1,2,20.565,0,29.630655540093237
0,0,35,0,290,0,2,2,1,2,13.14,0,26.68179982358252
0,0,34,0,7088,345,37,2,1,1,1876.635,0,2198.749365867216
2,0,34,0,11045,0,41,3,1,1,447.48,0,461.4195482881662
3,0,34,0,6298,69,31,2,1,1,596.745,0,596.733019652921
18,0,30,0,535,0,11,2,1,2,25.65,1,40.1368217485051
16,0,33,6,10015,0,36,4,1,1,252.4,0,271.28465398896174
8,0,33,0,5398,0,18,2,1,1,246.78,1,254.42294750885424
0,0,31,0,2420,0,8,3,1,1,97.2,0,95.86063823949777
4,1,32,0,2570,0,10,2,1,2,116.955,1,110.51050645074437
4,0,33,0,1848,0,25,3,1,2,75.2,1,66.47368303844242
0,0,33,0,1248,0,3,3,1,1,50.44,0,68.20305188210118
0,0,30,0,6365,0,16,4,1,1,161.25,0,162.33891083191304
20,0,28,1,15655,0,74,2,1,1,714.645,0,774.040643461672
1,0,31,1,6545,232,27,2,2,1,1343.205,0,1646.511424320408
0,0,33,0,3298,0,22,2,1,1,151.56,0,152.6626572560309
0,0,32,0,1245,0,14,3,1,2,51.08,0,48.80058685720642
1,0,33,0,2360,136,17,2,1,1,720.045,0,528.5909817043545
0,0,24,0,895,154,5,2,2,1,734.355,0,571.8428802869865
0,0,23,0,1148,0,62,4,1,1,29.375,0,59.757279629177134
6,0,24,0,280,0,1,2,1,2,13.185,0,29.20335323089317
5,0,22,0,805,0,7,1,1,1,45.375,0,60.146597236224565
0,0,22,0,2805,0,17,3,1,1,114.16,0,116.44984754548024
0,0,15,0,1275,0,8,2,1,1,58.005,0,76.94438755229947
11,0,14,0,5973,46,36,1,2,1,588.61,0,557.5610034020997
7,0,12,0,8513,34,34,4,1,1,301.8,0,294.91807392742584
3,0,13,1,2433,0,13,3,1,1,98.64,0,108.05583981989214
0,0,6,0,3970,176,4,2,1,1,971.91,0,816.3024978581908
0,1,6,0,1068,0,1,2,1,1,48.375,1,66.26552475586153
5,0,36,0,4255,7,18,2,1,1,225.945,0,208.64443900269222
0,0,37,0,0,9,0,2,1,2,40.5,0,32.38448999163368
7,0,35,0,2338,361,25,2,1,1,1732.185,0,1936.5792523062419
7,0,36,0,4083,3,36,1,1,1,244.42,0,251.78383318947738
0,0,36,0,2278,4,34,1,1,1,150.205,0,145.2387538294405
8,0,36,0,3660,34,29,2,1,1,321.165,0,288.03053309335957
1,0,36,0,2245,287,19,3,1,1,1239.16,0,1373.7337404755108
10,0,35,1,9000,146,44,3,1,1,948.64,0,1008.3510622413094
4,0,36,0,13658,2,45,3,1,1,560.88,0,550.0160473330003
4,0,36,0,4400,4,26,3,1,1,195.12,0,190.02233139218947
3,0,36,0,5803,9,13,2,1,1,305.685,0,264.78667167370264
6,1,36,0,2123,10,18,3,1,2,126.88,0,103.81893904878712
22,0,36,2,15025,56,33,3,1,1,833.8,0,826.7235273761441
1,0,36,0,2980,485,9,3,1,1,2060.08,0,2040.8889528156487
6,0,35,0,15370,152,31,2,1,1,1383.615,0,1415.9959126622862
0,0,35,0,6385,188,27,3,1,1,1010.64,0,1099.448944742072
0,0,35,0,760,2,12,2,1,2,43.605,0,39.00275767694953
0,0,36,0,595,15,9,2,1,2,94.68,0,58.5441475683665
0,0,35,0,0,2,0,2,1,2,9.0,1,24.45219911721507
0,0,35,0,7393,386,44,2,1,1,2075.175,0,2138.7845167023725
4,0,35,0,11350,13,48,3,1,1,511.96,0,524.3019715316213
5,0,35,0,6603,110,38,2,1,1,795.285,0,885.4945852195395
20,0,31,0,840,18,18,2,1,2,120.69,1,90.54326959214482
18,0,34,7,10320,3,43,4,1,1,267.7,0,278.82021020388174
10,0,34,0,5703,28,25,2,1,1,386.82,1,385.9997686320946
0,0,32,0,2725,2,15,3,1,1,117.68,0,114.66875688321453
6,0,33,0,2875,11,17,2,1,2,180.495,1,164.3544541757786
6,1,34,0,2153,36,32,3,1,2,231.68,1,230.67973938554184
0,0,34,0,0,2,0,3,1,2,8.0,1,27.089288944169255
0,0,34,0,1553,2,7,3,1,1,70.92,0,79.69291764069067
0,0,31,0,6670,16,23,4,1,1,209.05,0,201.43619175929553
0,0,34,0,513,11,5,4,1,2,40.375,1,31.94781621416472
0,0,34,0,0,6,0,5,1,1,9.0,0,15.573151261160568
22,0,29,2,15960,2,81,2,1,1,737.685,0,764.3092507482463
3,0,32,2,6850,273,34,2,2,1,1541.745,0,1696.232949215864
0,0,34,0,3603,4,29,2,1,1,183.6,0,187.7383516717569
0,0,33,0,1550,40,21,3,1,2,223.56,0,254.21440851055337
3,0,34,0,2665,177,24,2,1,1,918.585,0,834.8250124250244
1,0,25,0,1200,195,12,2,2,1,932.895,0,827.2855049114072
1,0,24,0,1453,32,69,4,1,1,117.175,0,92.91911915366833
8,0,25,0,585,12,8,2,1,2,81.225,0,57.014774162411356
0,0,24,0,710,23,4,4,1,2,75.375,0,56.810696358672935
7,0,23,0,1110,21,14,2,1,1,145.665,0,121.52376447896214
0,0,23,0,3110,10,24,3,1,1,166.64,0,152.25865624117534
0,0,16,0,1580,30,15,2,1,1,207.045,0,137.69677854524562
13,0,15,0,6277,87,43,1,2,1,831.215,0,834.9109408923573
9,0,13,0,8817,75,41,4,1,1,412.075,0,377.56830174080966
5,0,14,2,2737,33,20,3,1,1,243.08,0,195.38337350986177
0,0,7,0,4275,217,11,3,1,1,1040.4,0,1050.6834651389397
0,1,7,0,1372,2,8,2,1,1,71.37,1,78.90189588863797
1,0,36,0,3875,0,12,2,1,1,177.255,0,153.93404133395543
3,0,35,0,1958,343,19,2,1,1,1633.995,0,1869.9171168295904
3,0,36,0,3703,0,30,2,1,1,169.29,0,191.08481793347593
0,0,36,0,1898,0,28,1,1,1,107.195,0,111.25599039468092
4,0,36,0,3280,16,23,2,1,1,222.975,0,197.32457549673924
0,0,36,0,1865,269,13,3,1,1,1151.88,0,1187.2095273962134
6,0,35,1,8620,128,38,3,1,1,861.36,0,933.5755223334916
0,0,36,0,13278,0,39,3,1,1,537.6,0,529.1721919176858
0,0,36,0,4020,0,20,3,1,1,163.84,0,153.62628523870555
0,0,36,0,5423,0,7,2,1,1,247.995,0,195.97489019599516
2,0,36,0,1743,0,12,3,1,2,71.6,0,62.555530597252385
